,Unnamed: 0,date,prcp,tmax,tmin,vp,srad,runoff
54,54,1980-02-24,0.0,8.119165817583303,-12.03681896049803,255.29722769616623,412.38427087065566,0.848
55,55,1980-02-25,0.0,9.04075600143318,-11.179606323898245,270.8804639914009,415.75734503762095,0.7992
56,56,1980-02-26,0.245102120060854,5.641329342641527,-6.673411747581512,382.8711483339305,323.1433178072376,0.7992
57,57,1980-02-27,0.0,11.62097478502329,-2.3463238422608383,517.3706108921533,357.81547832318165,0.856
58,58,1980-02-28,6.361906154828018,4.655603740258868,-4.2900250666203865,449.3316015764959,219.5078376925833,1.072
59,59,1980-02-29,0.0,3.4990321849247583,-4.583138673974382,443.157515227517,259.3780902902185,1.288
60,60,1980-03-01,0.0,11.12487263749552,-8.116058732309208,337.4872357577929,445.38462916517375,1.24
61,61,1980-03-02,0.6013830028439627,4.117645865057328,-7.937169697241132,344.8430446076675,361.1194464349695,1.192
62,62,1980-03-03,9.570089265720172,4.816141377978323,-7.152160403977069,363.963543532784,279.9195404872805,1.16
63,63,1980-03-04,12.442461539322824,-4.22554290017019,-8.250368091633822,343.3144482264421,115.93969455392332,1.424
64,64,1980-03-05,7.334722657649588,-1.7143818859727695,-9.473604470843783,309.8233608025797,209.59734414188463,1.328
65,65,1980-03-06,1.4503009813910783,-0.2106807630833482,-9.833916494983876,294.5380463991401,306.5619849516302,1.192
66,66,1980-03-07,3.3140269504657827,2.919939194901021,-7.167832290173773,359.087311895378,283.0700913651021,1.136
67,67,1980-03-08,4.256506684432103,3.229957200600144,-5.573496562611967,404.9747402364744,263.4715155858115,1.08
68,68,1980-03-09,1.535965561738624,1.4606198810070314,-7.16552157044966,366.2182909351487,285.6828197778574,1.016
